size,clue_density,n_clues,num_vars,n_clauses,status,wall_time_s,dp_calls,unit_clause_checks,pure_literal_checks,remove_literal_calls,select_literal_calls,model_len,model_cnf_valid,model_semantic_valid,error,expected_status,is_correct
9,0.18518518518518517,15,729,14307,UNSAT,0.27653898097923957,1,248,0,248,0,0,,,,UNSAT,True
9,0.18518518518518517,15,729,14307,SAT,4.164899720984977,1,21691,261,21699,261,729,True,True,,SAT,True
9,0.25925925925925924,21,729,14313,UNSAT,0.31398491299478337,1,297,0,297,0,0,,,,UNSAT,True
9,0.2345679012345679,19,729,14311,UNSAT,0.3957113130018115,1,451,0,451,0,0,,,,UNSAT,True
9,0.1728395061728395,14,729,14306,UNSAT,0.030348895001225173,1,15,0,15,0,0,,,,UNSAT,True
9,0.1111111111111111,9,729,14301,TIMEOUT,120.00004061701475,1,616107,7244,617835,7244,0,,,,SAT,False
9,0.2345679012345679,19,729,14311,UNSAT,0.03398332800134085,1,14,0,14,0,0,,,,UNSAT,True
9,0.24691358024691357,20,729,14312,UNSAT,0.41163309299736284,1,355,0,355,0,0,,,,UNSAT,True
9,0.14814814814814814,12,729,14304,SAT,63.49921364302281,1,330566,4452,331300,4452,729,True,True,,SAT,True
9,0.1111111111111111,9,729,14301,TIMEOUT,120.00004474399611,1,533647,6322,535201,6321,0,,,,SAT,False
9,0.14814814814814814,12,729,14304,TIMEOUT,120.00003125399235,1,646591,7791,648000,7791,0,,,,SAT,False
9,0.2345679012345679,19,729,14311,UNSAT,0.4630962570081465,1,491,0,491,0,0,,,,UNSAT,True
9,0.25925925925925924,21,729,14313,SAT,0.5018354270141572,1,729,0,729,0,729,True,True,,SAT,True
9,0.2222222222222222,18,729,14310,UNSAT,0.2867892769863829,1,211,0,211,0,0,,,,UNSAT,True
9,0.2345679012345679,19,729,14311,SAT,0.5054471569892485,1,865,1,864,1,729,True,True,,SAT,True
9,0.19753086419753085,16,729,14308,SAT,0.6243319390050601,1,1514,33,1490,33,729,True,True,,SAT,True
9,0.2222222222222222,18,729,14310,UNSAT,0.42704800399951637,1,388,0,388,0,0,,,,UNSAT,True
9,0.2222222222222222,18,729,14310,UNSAT,0.08121781499357894,1,45,0,45,0,0,,,,UNSAT,True
9,0.24691358024691357,20,729,14312,SAT,0.49610022897832096,1,729,0,729,0,729,True,True,,SAT,True
9,0.2345679012345679,19,729,14311,UNSAT,0.2554198110010475,1,181,0,181,0,0,,,,UNSAT,True
9,0.19753086419753085,16,729,14308,UNSAT,0.08062785101355985,1,45,0,45,0,0,,,,UNSAT,True
9,0.14814814814814814,12,729,14304,SAT,12.621713806991465,1,62716,813,62813,813,729,True,True,,SAT,True
9,0.24691358024691357,20,729,14312,UNSAT,0.28893034800421447,1,213,0,213,0,0,,,,UNSAT,True
9,0.2222222222222222,18,729,14310,SAT,0.49890282400883734,1,729,0,729,0,729,True,True,,SAT,True
9,0.14814814814814814,12,729,14304,UNSAT,0.03006766500766389,1,12,0,12,0,0,,,,UNSAT,True
9,0.2345679012345679,19,729,14311,UNSAT,0.3246095799840987,1,244,0,244,0,0,,,,UNSAT,True
9,0.1728395061728395,14,729,14306,SAT,7.097519032016862,1,36492,482,36539,482,729,True,True,,SAT,True
9,0.20987654320987653,17,729,14309,UNSAT,0.47313665598630905,1,512,0,512,0,0,,,,UNSAT,True
9,0.2345679012345679,19,729,14311,UNSAT,0.4769163159944583,1,519,0,519,0,0,,,,UNSAT,True
9,0.2345679012345679,19,729,14311,UNSAT,0.44677325498196296,1,442,0,442,0,0,,,,UNSAT,True
9,0.1728395061728395,14,729,14306,SAT,1.5781770820030943,1,6063,82,6060,82,729,True,True,,SAT,True
9,0.24691358024691357,20,729,14312,UNSAT,0.4130492999975104,1,365,0,365,0,0,,,,UNSAT,True
9,0.2222222222222222,18,729,14310,SAT,0.49310446399613284,1,729,0,729,0,729,True,True,,SAT,True
9,0.20987654320987653,17,729,14309,SAT,0.49140549899311736,1,729,0,729,0,729,True,True,,SAT,True
9,0.24691358024691357,20,729,14312,UNSAT,0.3369768070115242,1,260,0,260,0,0,,,,UNSAT,True
9,0.20987654320987653,17,729,14309,UNSAT,0.26227098901290447,1,186,0,186,0,0,,,,UNSAT,True
9,0.25925925925925924,21,729,14313,SAT,0.4977218249987345,1,729,0,729,0,729,True,True,,SAT,True
9,0.18518518518518517,15,729,14307,SAT,31.283987311006058,1,166831,2388,167137,2388,729,True,True,,SAT,True
9,0.18518518518518517,15,729,14307,UNSAT,0.24323007199564017,1,162,0,162,0,0,,,,UNSAT,True
9,0.09876543209876543,8,729,14300,TIMEOUT,120.00003061001189,1,552452,6680,553910,6680,0,,,,SAT,False
9,0.2716049382716049,22,729,14314,SAT,0.5080993830051739,1,729,0,729,0,729,True,True,,SAT,True
9,0.20987654320987653,17,729,14309,SAT,0.4961888359976001,1,729,0,729,0,729,True,True,,SAT,True
9,0.14814814814814814,12,729,14304,TIMEOUT,120.00002781697549,1,617021,7872,618581,7872,0,,,,SAT,False
9,0.1728395061728395,14,729,14306,UNSAT,0.1721471260243561,1,109,0,109,0,0,,,,UNSAT,True
9,0.18518518518518517,15,729,14307,SAT,0.938972175004892,1,3318,43,3314,43,729,True,True,,SAT,True
9,0.1728395061728395,14,729,14306,SAT,20.474521908006864,1,109146,1336,109379,1336,729,True,True,,SAT,True
9,0.20987654320987653,17,729,14309,UNSAT,0.03393640700960532,1,14,0,14,0,0,,,,UNSAT,True
9,0.14814814814814814,12,729,14304,TIMEOUT,120.000027889997,1,646097,7844,647668,7844,0,,,,SAT,False
9,0.2839506172839506,23,729,14315,SAT,0.508160041004885,1,729,0,729,0,729,True,True,,SAT,True
9,0.18518518518518517,15,729,14307,SAT,13.96541275200434,1,65654,776,65744,776,729,True,True,,SAT,True
9,0.2222222222222222,18,729,14310,SAT,0.5049016439879779,1,729,0,729,0,729,True,True,,SAT,True
9,0.20987654320987653,17,729,14309,UNSAT,0.36402673000702634,1,285,0,285,0,0,,,,UNSAT,True
9,0.14814814814814814,12,729,14304,TIMEOUT,120.00003109799582,1,594099,7819,595505,7819,0,,,,SAT,False
9,0.2222222222222222,18,729,14310,UNSAT,0.39570614098920487,1,327,0,327,0,0,,,,UNSAT,True
9,0.1728395061728395,14,729,14306,UNSAT,0.08734037401154637,1,49,0,49,0,0,,,,UNSAT,True
9,0.20987654320987653,17,729,14309,SAT,17.41754605298047,1,91436,1235,91598,1235,729,True,True,,SAT,True
9,0.18518518518518517,15,729,14307,SAT,4.861645992001286,1,21295,299,21308,299,729,True,True,,SAT,True
9,0.2839506172839506,23,729,14315,UNSAT,0.21249733999138698,1,141,0,141,0,0,,,,UNSAT,True
9,0.14814814814814814,12,729,14304,TIMEOUT,120.0000337039819,1,531379,7018,532561,7018,0,,,,SAT,False
9,0.18518518518518517,15,729,14307,SAT,23.757146033021854,1,118090,1663,118261,1663,729,True,True,,SAT,True
9,0.2839506172839506,23,729,14315,UNSAT,0.502497512003174,1,608,0,608,0,0,,,,UNSAT,True
9,0.20987654320987653,17,729,14309,SAT,0.7187068590137642,1,2207,35,2195,35,729,True,True,,SAT,True
9,0.24691358024691357,20,729,14312,SAT,0.500340614002198,1,729,0,729,0,729,True,True,,SAT,True
9,0.18518518518518517,15,729,14307,SAT,0.5274570109904744,1,883,17,867,17,729,True,True,,SAT,True
9,0.20987654320987653,17,729,14309,UNSAT,0.3671521960059181,1,284,0,284,0,0,,,,UNSAT,True
9,0.13580246913580246,11,729,14303,SAT,6.949434153997572,1,31871,387,31893,387,729,True,True,,SAT,True
9,0.2345679012345679,19,729,14311,SAT,0.50784592499258,1,729,0,729,0,729,True,True,,SAT,True
9,0.19753086419753085,16,729,14308,SAT,0.5122462619910948,1,871,8,863,8,729,True,True,,SAT,True
9,0.2962962962962963,24,729,14316,SAT,0.5038756929861847,1,729,0,729,0,729,True,True,,SAT,True
9,0.2345679012345679,19,729,14311,UNSAT,0.3714434140129015,1,303,0,303,0,0,,,,UNSAT,True
9,0.16049382716049382,13,729,14305,UNSAT,0.3866032790101599,1,319,0,319,0,0,,,,UNSAT,True
9,0.2716049382716049,22,729,14314,UNSAT,0.41665419400669634,1,362,0,362,0,0,,,,UNSAT,True
9,0.1728395061728395,14,729,14306,SAT,1.1793672280036844,1,4095,78,4064,78,729,True,True,,SAT,True
9,0.2222222222222222,18,729,14310,UNSAT,0.17877837899141014,1,113,0,113,0,0,,,,UNSAT,True
9,0.30864197530864196,25,729,14317,SAT,0.506242467003176,1,729,0,729,0,729,True,True,,SAT,True
9,0.25925925925925924,21,729,14313,UNSAT,0.4437318750133272,1,410,0,410,0,0,,,,UNSAT,True
9,0.16049382716049382,13,729,14305,SAT,1.895099716988625,1,6415,73,6415,73,729,True,True,,SAT,True
9,0.2222222222222222,18,729,14310,UNSAT,0.135795105015859,1,80,0,80,0,0,,,,UNSAT,True
9,0.08641975308641975,7,729,14299,TIMEOUT,120.00003235900658,1,524573,6551,526055,6551,0,,,,SAT,False
9,0.20987654320987653,17,729,14309,SAT,0.5099929840071127,1,729,0,729,0,729,True,True,,SAT,True
9,0.20987654320987653,17,729,14309,SAT,0.5510093530174345,1,1153,13,1148,13,729,True,True,,SAT,True
9,0.20987654320987653,17,729,14309,UNSAT,0.42455325499759056,1,377,0,377,0,0,,,,UNSAT,True
9,0.30864197530864196,25,729,14317,SAT,0.5066226399794687,1,729,0,729,0,729,True,True,,SAT,True
9,0.20987654320987653,17,729,14309,UNSAT,0.28766833897680044,1,202,0,202,0,0,,,,UNSAT,True
9,0.2345679012345679,19,729,14311,UNSAT,0.30679306300589815,1,221,0,221,0,0,,,,UNSAT,True
9,0.16049382716049382,13,729,14305,UNSAT,0.23884324100799859,1,159,0,159,0,0,,,,UNSAT,True
9,0.2839506172839506,23,729,14315,UNSAT,0.5025096340104938,1,609,0,609,0,0,,,,UNSAT,True
9,0.25925925925925924,21,729,14313,SAT,0.5065922730136663,1,729,0,729,0,729,True,True,,SAT,True
9,0.1728395061728395,14,729,14306,UNSAT,0.24086148501373827,1,161,0,161,0,0,,,,UNSAT,True
9,0.24691358024691357,20,729,14312,SAT,0.5044160120014567,1,729,0,729,0,729,True,True,,SAT,True
9,0.20987654320987653,17,729,14309,UNSAT,0.4727287970017642,1,483,0,483,0,0,,,,UNSAT,True
9,0.2839506172839506,23,729,14315,UNSAT,0.033245513011934236,1,14,0,14,0,0,,,,UNSAT,True
9,0.18518518518518517,15,729,14307,UNSAT,0.24120509100612253,1,164,0,164,0,0,,,,UNSAT,True
9,0.25925925925925924,21,729,14313,UNSAT,0.44221372800529934,1,411,0,411,0,0,,,,UNSAT,True
9,0.2962962962962963,24,729,14316,UNSAT,0.08736728798248805,1,49,0,49,0,0,,,,UNSAT,True
9,0.25925925925925924,21,729,14313,SAT,0.5014329859986901,1,729,0,729,0,729,True,True,,SAT,True
9,0.2345679012345679,19,729,14311,UNSAT,0.1356326690001879,1,82,0,82,0,0,,,,UNSAT,True
9,0.16049382716049382,13,729,14305,TIMEOUT,120.00002861398389,1,561154,7674,562487,7674,0,,,,SAT,False
